Bélgica,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/16/2026,3:00,J1,Irán,,1,2,,Nueva Zelanda,1,15,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,L,Panamá,0,3,0,0,3,3,8,-5,4L,4L,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4L,Panamá
Egipto,,,Local,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,,6/21/2026,21:00,J2,Bélgica,,3,0,,Irán,1,39,1G,1,,Bélgica,7,3,2,1,0,9,3,6,1,Bélgica,,,Bélgica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irán,,,Visitante,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,,6/22/2026,3:00,J2,Nueva Zelanda,,1,3,,Egipto,1,40,2G,2,,Egipto,7,3,2,1,0,7,3,4,1,Egipto,,,Egipto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Zelanda,,,Local,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,,6/27/2026,5:00,J3,Egipto,,2,0,,Irán,1,63,3G,3,,Nueva Zelanda,3,3,1,0,2,4,8,-4,1,Nueva Zelanda,,,Irán,,,"1; normal 2; sin ultimo clas, 3, media total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Visitante,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,,6/27/2026,5:00,J3,Nueva Zelanda,,1,4,,Bélgica,1,64,4G,4,,Irán,0,3,0,0,3,1,7,-6,1,Irán,,,Nueva Zelanda,,,1,Grupo,Selección,Pts,J,G,E,P,GF,GC,DG,PosF1,PosF3,,,,PTS,Posicion1,Empate1,DG,Posicion2,Empate2,GF,Posicion3,Empate3,OrdenAlfa,PosicionF1,,PosicionF2,Criterio/Fila,PosicionF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POS,,CANT,CONCAT,DESEMPATE EN SELECTOR,,POSGRUPO,PAIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A,A,República Checa,4,3,1,1,1,6,5,1,2,2,4A,,,4,1,Pos. 1 (4),1,2,-,-,2,-,-,2,,2,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1.1,1,,1,Costa de Marfil
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,3B,B,Bosnia y Herzegovina,4,3,1,1,1,2,3,-1,3,3,4B,,,4,1,Pos. 1 (4),-1,3,-,-,3,-,-,3,,3,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2.1,2,,2,República Checa
NombreEquipo,H,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,H,6/15/2026,18:00,J1,España,,4,0,,Cabo Verde,1,14,,Grupo H,,,,,,,,,,,,,,,,,,3C,C,Escocia,3,3,1,0,2,5,8,-3,7,7,4C,,,3,5,Pos. 5 (7),-3,7,-,-,7,-,-,7,,7,-,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,3.1,3,,3,Bosnia y Herzegovina
España,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/16/2026,0:00,J1,Arabia Saudita,,0,3,,Uruguay,1,13,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,3D,D,Australia,1,3,0,1,2,2,5,-3,12,12,4D,,,1,12,-,-,12,-,-,12,-,-,12,,12,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,4.1,4,,4,Suecia
Cabo Verde,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/21/2026,18:00,J2,España,,3,1,,Arabia Saudita,1,38,1H,1,,España,9,3,3,0,0,8,1,7,1,España,,,España,,,3E,E,Costa de Marfil,4,3,1,1,1,8,6,2,1,1,4E,,,4,1,Pos. 1 (4),2,1,-,-,1,-,-,1,,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,5.2,5,,5,Argelia
Arabia Saudita,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/22/2026,0:00,J2,Uruguay,,2,0,,Cabo Verde,1,37,2H,2,,Uruguay,6,3,2,0,1,5,1,4,1,Uruguay,,,Cabo Verde,,,3F,F,Suecia,4,3,1,1,1,4,6,-2,4,4,4F,,,4,1,Pos. 1 (4),-2,4,-,-,4,-,-,4,,4,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,2,5.2,5,,6,Noruega
Uruguay,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/27/2026,2:00,J3,Cabo Verde,,2,3,,Arabia Saudita,1,65,3H,3,,Arabia Saudita,3,3,1,0,2,4,8,-4,1,Arabia Saudita,,,Arabia Saudita,,,3G,G,Nueva Zelanda,3,3,1,0,2,4,8,-4,9,9,4G,,,3,5,Pos. 5 (7),-4,8,Pos. 8 (3),4,8,Pos. 8 (2),3,9,,9,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,7.1,7,,7,Escocia
,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/27/2026,2:00,J3,Uruguay,,0,1,,España,1,66,4H,4,,Cabo Verde,0,3,0,0,3,2,9,-7,1,Cabo Verde,,,Uruguay,,,3H,H,Arabia Saudita,3,3,1,0,2,4,8,-4,8,8,4H,,,3,5,Pos. 5 (7),-4,8,Pos. 8 (3),4,8,Pos. 8 (2),11,8,,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,8.2,8,,8,Arabia Saudita
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3I,I,Noruega,3,3,1,0,2,3,5,-2,6,6,4I,,,3,5,Pos. 5 (7),-2,5,Pos. 5 (2),3,5,Pos. 5 (2),4,6,,6,5,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,8.2,8,,9,Nueva Zelanda
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,3J,J,Argelia,3,3,1,0,2,3,5,-2,5,5,4J,,,3,5,Pos. 5 (7),-2,5,Pos. 5 (2),3,5,Pos. 5 (2),10,5,,5,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,10.1,10,,10,RD Congo
NombreEquipo,I,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,I,6/16/2026,21:00,J1,Francia,,2,1,,Senegal,1,17,,Grupo I,,,,,,,,,,,,,,,,,,3K,K,RD Congo,3,3,1,0,2,2,6,-4,10,10,4K,,,3,5,Pos. 5 (7),-4,8,Pos. 8 (3),2,10,-,-,10,,10,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,11.1,11,,11,Ghana
Francia,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/17/2026,0:00,J1,Irak,,0,2,,Noruega,1,18,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,3L,L,Ghana,3,3,1,0,2,2,7,-5,11,11,4L,,,3,5,Pos. 5 (7),-5,11,-,-,11,-,-,11,,11,-,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,1,12.1,12,,12,Australia
Senegal,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/22/2026,23:00,J2,Francia,,4,0,,Irak,1,42,1I,1,,Francia,9,3,3,0,0,8,1,7,1,Francia,,,Francia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irak,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/23/2026,2:00,J2,Noruega,,1,3,,Senegal,1,41,2I,2,,Senegal,6,3,2,0,1,8,4,4,1,Senegal,,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noruega,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/26/2026,21:00,J3,Noruega,,0,2,,Francia,1,61,3I,3,,Noruega,3,3,1,0,2,3,5,-2,1,Noruega,,,Irak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/26/2026,21:00,J3,Senegal,,4,1,,Irak,1,62,4I,4,,Irak,0,3,0,0,3,1,10,-9,1,Irak,,,Noruega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,J,4,Local,-,P.2 (3),,-,P.2 (3),,-,P.2 (3),,-,P.2 (2),,-,-,,-,-,,J,6/17/2026,3:00,J1,Argentina,,3,1,,Argelia,1,19,,Grupo J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,,,Local,P.2 (3),P.2 (3),,P.2 (3),P.2 (3),,P.2 (3),P.2 (3),,-,P.2 (2),,-,-,,-,-,,,6/17/2026,6:00,J1,Austria,,1,0,,Jordania,1,20,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argelia,,,Local,-,P.2 (3),,-,P.2 (3),,-,P.2 (3),,-,-,,-,-,,-,-,,,6/22/2026,19:00,J2,Argentina,,2,0,,Austria,1,43,1J,1,,Argentina,9,3,3,0,0,8,2,6,1,Argentina,,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,,,Local,P.2 (3),P.2 (3),,P.2 (3),P.2 (3),,P.2 (3),P.2 (3),,P.2 (2),P.2 (2),,-,-,,-,-,,,6/23/2026,5:00,J2,Jordania,,2,1,,Argelia,1,44,2J,2,,Jordania,3,3,1,0,2,3,5,-2,1,Jordania,,,Argelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordania,,,Local,P.2 (3),P.2 (3),,P.2 (3),P.2 (3),,P.2 (3),P.2 (3),,P.2 (2),-,,-,-,,-,-,,,6/28/2026,4:00,J3,Argelia,,1,0,,Austria,1,69,3J,3,,Argelia,3,3,1,0,2,3,5,-2,1,Argelia,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Visitante,P.2 (3),-,,P.2 (3),-,,P.2 (3),-,,P.2 (2),-,,-,-,,-,-,,,6/28/2026,4:00,J3,Jordania,,1,3,,Argentina,1,70,4J,4,,Austria,3,3,1,0,2,1,3,-2,1,Austria,,,Jordania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,K,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,K,6/17/2026,19:00,J1,Portugal,,3,0,,RD Congo,1,23,,Grupo K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/18/2026,4:00,J1,Uzbekistán,,0,2,,Colombia,1,24,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD Congo,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/23/2026,19:00,J2,Portugal,,2,0,,Uzbekistán,1,47,1K,1,,Portugal,9,3,3,0,0,8,2,6,1,Portugal,,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistán,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/24/2026,4:00,J2,Colombia,,3,1,,RD Congo,1,48,2K,2,,Colombia,6,3,2,0,1,7,4,3,1,Colombia,,,RD Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/28/2026,1:30,J3,Colombia,,2,3,,Portugal,1,71,3K,3,,RD Congo,3,3,1,0,2,2,6,-4,1,RD Congo,,,Uzbekistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/28/2026,1:30,J3,RD Congo,,1,0,,Uzbekistán,1,72,4K,4,,Uzbekistán,0,3,0,0,3,0,5,-5,1,Uzbekistán,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,L,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,L,6/17/2026,22:00,J1,Inglaterra,,2,1,,Croacia,1,22,,Grupo L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inglaterra,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/18/2026,1:00,J1,Ghana,,2,1,,Panamá,1,21,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croacia,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/23/2026,22:00,J2,Inglaterra,,3,0,,Ghana,1,45,1L,1,,Inglaterra,9,3,3,0,0,7,2,5,1,Inglaterra,,,Inglaterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/24/2026,1:00,J2,Panamá,,1,4,,Croacia,1,46,2L,2,,Croacia,6,3,2,0,1,8,3,5,1,Croacia,,,Croacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panamá,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/27/2026,23:00,J3,Panamá,,1,2,,Inglaterra,1,67,3L,3,,Ghana,3,3,1,0,2,2,7,-5,1,Ghana,,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/27/2026,23:00,J3,Croacia,,3,0,,Ghana,1,68,4L,4,,Panamá,0,3,0,0,3,3,8,-5,1,Panamá,,,Panamá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,EN 16 y en el 3ºy4º puesto son diferentes,,,,,,,,,,,,,Dieciseisavos de final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO BORRAR ESTO EN 16S,,,,,,,,,PARTIDO,FECHA,,LOCAL,VISITANTE,,,,,,,,,,Fecha,Hora,#,Casa,X,Gol,Gol,X,Fuera,,,,Mejores terceros,,,,,,,,,,,,¡EMPATE! Puedes seleccionar el orden de los empatados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A,2B,,Corea del Sur,A,B,A,12,,73,46201.75,2A-2B,Corea del Sur,Suiza,,,,,,,,,1/16,6/28/2026,21:00,73,Corea del Sur,,2,0,,Suiza,1,73,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,4,,,,Grupos mejores 3ºs: ,ABCEFHIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E,3ABCDF,,Marruecos,E,TOTAL,B,12,,74,46202.75,1E-3ABCDF,Alemania,Escocia,,,,,,,,,,6/29/2026,19:00,76,Marruecos,,2,0,,Japón,1,76,1,1,,Costa de Marfil,4,3,1,1,1,8,6,2,1,Costa de Marfil,,,,,,,,,Los 8 mejores terceros son…,GRUPO,ORDEN,,Por orden alfabetico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F,2C,,Alemania,F,C,C,12,,75,46202.75,1F-2C,Países Bajos,Brasil,,,,,,,,,,6/29/2026,22:30,74,Alemania,,4,1,,Escocia,1,74,2,2,,República Checa,4,3,1,1,1,6,5,1,1,República Checa,,,,1A - 3H,,,,,,E,4,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C,2F,,Brasil,C,F,D,12,,76,46202.75,1C-2F,Marruecos,Japón,,,,,,,,,,6/30/2026,3:00,75,Países Bajos,1,1,1,2,Brasil,1,75,3,3,,Bosnia y Herzegovina,4,3,1,1,1,2,3,-1,1,Bosnia y Herzegovina,,,,1B - 3J,,,,,,A,1,,2,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1I,3CDFGH,,Senegal,I,TOTAL,E,12,,77,46203.75,1I-3CDFGH,Francia,Suecia,,,,,,,,,,6/30/2026,19:00,78,Ecuador,,1,2,,Senegal,1,78,4,4,,Suecia,4,3,1,1,1,4,6,-2,1,Suecia,,,,1D - 3B,,,,,,B,2,,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E,2I,,Francia,E,I,F,12,,78,46203.75,2E-2I,Ecuador,Senegal,,,,,,,,,,6/30/2026,23:00,77,Francia,,3,0,,Suecia,1,77,5,5,,Argelia,3,3,1,0,2,3,5,-2,2,Argelia,,,,1E - 3C,,,,,,F,5,,4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A,3CEFHI,,México,A,TOTAL,G,12,,79,46203.75,1A-3CEFHI,México,Arabia Saudita,,,,,,,,,,7/1/2026,3:00,79,México,,2,0,,Arabia Saudita,1,79,6,6,,Noruega,3,3,1,0,2,3,5,-2,2,Noruega,,,,1G - 3A,,,,,,J,8,,5,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1L,3EHIJK,,Inglaterra,L,TOTAL,H,12,,80,46204.75,1L-3EHIJK,Inglaterra,Noruega,,,,,,,,,,7/1/2026,18:00,80,Inglaterra,,1,0,,Noruega,1,80,7,7,,Escocia,3,3,1,0,2,5,8,-3,1,Escocia,,,,1I - 3F,,,,,,I,7,,6,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D,3BEFIJ,,Bélgica,D,TOTAL,I,12,,81,46204.75,1D-3BEFIJ,Estados Unidos,Bosnia y Herzegovina,,,,,,,,,,7/1/2026,22:00,82,Bélgica,2,1,1,1,República Checa,1,82,8,8,,Arabia Saudita,3,3,1,0,2,4,8,-4,2,Arabia Saudita,,,,1K - 3E,,,,,,C,3,,7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1G,3AEHIJ,,Estados Unidos,G,TOTAL,J,12,,82,46204.75,1G-3AEHIJ,Bélgica,República Checa,,,,,,,,,,7/2/2026,2:00,81,Estados Unidos,,3,0,,Bosnia y Herzegovina,1,81,9,9,,Nueva Zelanda,3,3,1,0,2,4,8,-4,2,Nueva Zelanda,,,,1L - 3I,,,,,,H,6,,8,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2K,2L,,España,K,L,K,12,,83,46205.75,2K-2L,Colombia,Croacia,,,,,,,,,,7/2/2026,21:00,84,España,,3,0,,Jordania,1,84,10,10,,RD Congo,3,3,1,0,2,2,6,-4,1,RD Congo,,,,,,,,,,,,,Corresponde a los grupos…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1H,2J,,Croacia,H,J,L,12,,84,46205.75,1H-2J,España,Jordania,,,,,,,,,,7/3/2026,1:00,83,Colombia,1,2,2,2,Croacia,1,83,11,11,,Ghana,3,3,1,0,2,2,7,-5,1,Ghana,,,,,,,,,,,,,ABCEFHIJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B,3EFGIJ,,Canadá,B,TOTAL,TOTAL,144,,85,46205.75,1B-3EFGIJ,Canadá,Argelia,,,,,,,,,,7/3/2026,5:00,85,Canadá,,2,0,,Argelia,1,85,12,12,,Australia,1,3,0,1,2,2,5,-3,1,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1J,2H,,Egipto,J,H,,,,86,46206.75,1J-2H,Argentina,Uruguay,,,,,,,,,,7/3/2026,20:00,88,Paraguay,1,1,1,2,Egipto,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1K,3DEIJL,,Argentina,K,TOTAL,,,,87,46206.75,1K-3DEIJL,Portugal,Costa de Marfil,,,,,,,,,,7/4/2026,0:00,86,Argentina,,2,1,,Uruguay,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2D,2G,,Portugal,D,G,,,,88,46206.75,2D-2G,Paraguay,Egipto,,,,,,,,,,7/4/2026,3:30,87,Portugal,,3,0,,Costa de Marfil,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A,3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Octavos de final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1B,3J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,,Casa,X,Gol,Gol,X,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,1D,3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W74,W77,,Brasil,74,77,,,,89,46207.75,W74-W77,Alemania,Francia,,,,,,,,,1/8,7/4/2026,19:00,90,Corea del Sur,,1,3,,Brasil,1,90,,,,,,,,,,,,,,,,,,,,,,,,1E,3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W73,W75,,Alemania,73,75,,,,90,46207.875,W73-W75,Corea del Sur,Brasil,,,,,,,,,,7/4/2026,23:00,89,Alemania,2,1,1,1,Francia,1,89,,,,,,,,,,,,,,,,,,,,,,,,1G,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
