NombreEquipo,G,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,G,6/15/2026,21:00,J1,Bélgica,,2,0,,Egipto,1,16,,Grupo G,,,,,,,,,,,,,,,,,,,L,Ghana,2,3,0,2,1,2,4,-2,3L,3L,0,1,P.1 (4),2,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3L,Ghana
Bélgica,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/16/2026,3:00,J1,Irán,,0,1,,Nueva Zelanda,1,15,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,L,Panamá,1,3,0,1,2,1,5,-4,4L,4L,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4L,Panamá
Egipto,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/21/2026,21:00,J2,Bélgica,,2,1,,Irán,1,39,1G,1,,Bélgica,7,3,2,1,0,5,2,3,1,Bélgica,,,Bélgica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irán,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/22/2026,3:00,J2,Nueva Zelanda,,1,1,,Egipto,1,40,2G,2,,Nueva Zelanda,5,3,1,2,0,3,2,1,1,Nueva Zelanda,,,Egipto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Zelanda,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/27/2026,5:00,J3,Egipto,,2,0,,Irán,1,63,3G,3,,Egipto,4,3,1,1,1,3,3,0,1,Egipto,,,Irán,,,"1; normal 2; sin ultimo clas, 3, media total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/27/2026,5:00,J3,Nueva Zelanda,,1,1,,Bélgica,1,64,4G,4,,Irán,0,3,0,0,3,1,5,-4,1,Irán,,,Nueva Zelanda,,,1,Grupo,Selección,Pts,J,G,E,P,GF,GC,DG,PosF1,PosF3,,,,PTS,Posicion1,Empate1,DG,Posicion2,Empate2,GF,Posicion3,Empate3,OrdenAlfa,PosicionF1,,PosicionF2,Criterio/Fila,PosicionF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POS,,CANT,CONCAT,DESEMPATE EN SELECTOR,,POSGRUPO,PAIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A,A,Sudáfrica,2,3,0,2,1,4,6,-2,6,6,4A,,,2,4,Pos. 4 (7),-2,6,Pos. 6 (4),4,6,-,-,6,,6,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1.1,1,,1,Egipto
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,3B,B,Canadá,2,3,0,2,1,3,5,-2,7,7,4B,,,2,4,Pos. 4 (7),-2,6,Pos. 6 (4),3,7,-,-,7,,7,-,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2.1,2,,2,Paraguay
NombreEquipo,H,4,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,H,6/15/2026,18:00,J1,España,,2,0,,Cabo Verde,1,14,,Grupo H,,,,,,,,,,,,,,,,,,3C,C,Haití,1,3,0,1,2,1,6,-5,12,12,4C,,,1,11,Pos. 11 (2),-5,12,-,-,12,-,-,12,,12,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,3.1,3,,3,Costa de Marfil
España,,,Visitante,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,,6/16/2026,0:00,J1,Arabia Saudita,,0,3,,Uruguay,1,13,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,3D,D,Paraguay,4,3,1,1,1,5,6,-1,2,2,4D,,,4,1,Pos. 1 (2),-1,2,-,-,2,-,-,2,,2,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,4.1,4,,4,Túnez
Cabo Verde,,,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,,6/21/2026,18:00,J2,España,,3,0,,Arabia Saudita,1,38,1H,1,,España,9,3,3,0,0,8,1,7,1,España,,,España,,,3E,E,Costa de Marfil,3,3,1,0,2,4,6,-2,3,3,4E,,,3,3,-,-,3,-,-,3,-,-,3,,3,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,5.1,5,,5,Noruega
Arabia Saudita,,,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,,6/22/2026,0:00,J2,Uruguay,,2,0,,Cabo Verde,1,37,2H,2,,Uruguay,6,3,2,0,1,6,3,3,1,Uruguay,,,Cabo Verde,,,3F,F,Túnez,2,3,0,2,1,3,4,-1,4,4,4F,,,2,4,Pos. 4 (7),-1,4,Pos. 4 (2),3,4,-,-,4,,4,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,6.1,6,,6,Sudáfrica
Uruguay,,,Empate,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,,6/27/2026,2:00,J3,Cabo Verde,,1,1,,Arabia Saudita,1,65,3H,3,,Cabo Verde,1,3,0,1,2,1,5,-4,1,Cabo Verde,,,Arabia Saudita,,,3G,G,Egipto,4,3,1,1,1,3,3,0,1,1,4G,,,4,1,Pos. 1 (2),0,1,-,-,1,-,-,1,,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,7.1,7,,7,Canadá
,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/27/2026,2:00,J3,Uruguay,,1,3,,España,1,66,4H,4,,Arabia Saudita,1,3,0,1,2,1,7,-6,1,Arabia Saudita,,,Uruguay,,,3H,H,Cabo Verde,1,3,0,1,2,1,5,-4,11,11,4H,,,1,11,Pos. 11 (2),-4,11,-,-,11,-,-,11,,11,-,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,8.2,8,,8,Ghana
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3I,I,Noruega,2,3,0,2,1,2,3,-1,5,5,4I,,,2,4,Pos. 4 (7),-1,4,Pos. 4 (2),2,5,-,-,5,,5,-,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,2,8.2,8,,9,RD Congo
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,3J,J,Argelia,2,3,0,2,1,2,5,-3,10,10,4J,,,2,4,Pos. 4 (7),-3,10,-,-,10,-,-,10,,10,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,10.1,10,,10,Argelia
NombreEquipo,I,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,I,6/16/2026,21:00,J1,Francia,,3,0,,Senegal,1,17,,Grupo I,,,,,,,,,,,,,,,,,,3K,K,RD Congo,2,3,0,2,1,2,4,-2,9,9,4K,,,2,4,Pos. 4 (7),-2,6,Pos. 6 (4),2,8,Pos. 8 (2),2,9,,9,8,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,11.1,11,,11,Cabo Verde
Francia,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/17/2026,0:00,J1,Irak,,0,0,,Noruega,1,18,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,3L,L,Ghana,2,3,0,2,1,2,4,-2,8,8,4L,,,2,4,Pos. 4 (7),-2,6,Pos. 6 (4),2,8,Pos. 8 (2),6,8,,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,1,12.1,12,,12,Haití
Senegal,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/22/2026,23:00,J2,Francia,,4,0,,Irak,1,42,1I,1,,Francia,9,3,3,0,0,8,0,8,1,Francia,,,Francia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irak,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/23/2026,2:00,J2,Noruega,,2,2,,Senegal,1,41,2I,2,,Senegal,4,3,1,1,1,3,5,-2,1,Senegal,,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noruega,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/26/2026,21:00,J3,Noruega,,0,1,,Francia,1,61,3I,3,,Noruega,2,3,0,2,1,2,3,-1,1,Noruega,,,Irak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/26/2026,21:00,J3,Senegal,,1,0,,Irak,1,62,4I,4,,Irak,1,3,0,1,2,0,5,-5,1,Irak,,,Noruega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,J,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,J,6/17/2026,3:00,J1,Argentina,,3,0,,Argelia,1,19,,Grupo J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/17/2026,6:00,J1,Austria,,2,1,,Jordania,1,20,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argelia,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/22/2026,19:00,J2,Argentina,,1,0,,Austria,1,43,1J,1,,Argentina,9,3,3,0,0,7,0,7,1,Argentina,,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/23/2026,5:00,J2,Jordania,,0,0,,Argelia,1,44,2J,2,,Austria,4,3,1,1,1,4,4,0,1,Austria,,,Argelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordania,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/28/2026,4:00,J3,Argelia,,2,2,,Austria,1,69,3J,3,,Argelia,2,3,0,2,1,2,5,-3,1,Argelia,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/28/2026,4:00,J3,Jordania,,0,3,,Argentina,1,70,4J,4,,Jordania,1,3,0,1,2,1,5,-4,1,Jordania,,,Jordania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,K,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,K,6/17/2026,19:00,J1,Portugal,,2,0,,RD Congo,1,23,,Grupo K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/18/2026,4:00,J1,Uzbekistán,,0,1,,Colombia,1,24,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD Congo,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/23/2026,19:00,J2,Portugal,,3,0,,Uzbekistán,1,47,1K,1,,Portugal,9,3,3,0,0,7,1,6,1,Portugal,,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistán,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/24/2026,4:00,J2,Colombia,,1,1,,RD Congo,1,48,2K,2,,Colombia,4,3,1,1,1,3,3,0,1,Colombia,,,RD Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/28/2026,1:30,J3,Colombia,,1,2,,Portugal,1,71,3K,3,,RD Congo,2,3,0,2,1,2,4,-2,1,RD Congo,,,Uzbekistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/28/2026,1:30,J3,RD Congo,,1,1,,Uzbekistán,1,72,4K,4,,Uzbekistán,1,3,0,1,2,1,5,-4,1,Uzbekistán,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,L,4,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,L,6/17/2026,22:00,J1,Inglaterra,,2,2,,Croacia,1,22,,Grupo L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inglaterra,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/18/2026,1:00,J1,Ghana,,1,1,,Panamá,1,21,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croacia,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/23/2026,22:00,J2,Inglaterra,,2,0,,Ghana,1,45,1L,1,,Inglaterra,7,3,2,1,0,6,2,4,1,Inglaterra,,,Inglaterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/24/2026,1:00,J2,Panamá,,0,2,,Croacia,1,46,2L,2,,Croacia,5,3,1,2,0,5,3,2,1,Croacia,,,Croacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panamá,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/27/2026,23:00,J3,Panamá,,0,2,,Inglaterra,1,67,3L,3,,Ghana,2,3,0,2,1,2,4,-2,1,Ghana,,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,6/27/2026,23:00,J3,Croacia,,1,1,,Ghana,1,68,4L,4,,Panamá,1,3,0,1,2,1,5,-4,1,Panamá,,,Panamá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,EN 16 y en el 3ºy4º puesto son diferentes,,,,,,,,,,,,,Dieciseisavos de final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO BORRAR ESTO EN 16S,,,,,,,,,PARTIDO,FECHA,,LOCAL,VISITANTE,,,,,,,,,,Fecha,Hora,#,Casa,X,Gol,Gol,X,Fuera,,,,Mejores terceros,,,,,,,,,,,,¡EMPATE! Puedes seleccionar el orden de los empatados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A,2B,,México,A,B,A,12,,73,46201.75,2A-2B,México,Catar,,,,,,,,,1/16,6/28/2026,21:00,73,México,,2,0,,Catar,1,73,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,2,,,,Grupos mejores 3ºs: ,ABDEFGIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E,3ABCDF,,Brasil,E,TOTAL,B,12,,74,46202.75,1E-3ABCDF,Alemania,Paraguay,,,,,,,,,,6/29/2026,19:00,76,Brasil,,3,0,,Suecia,1,76,1,1,,Egipto,4,3,1,1,1,3,3,0,1,Egipto,,,,,,,,,Los 8 mejores terceros son…,GRUPO,ORDEN,,Por orden alfabetico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F,2C,,Alemania,F,C,C,12,,75,46202.75,1F-2C,Países Bajos,Marruecos,,,,,,,,,,6/29/2026,22:30,74,Alemania,,3,1,,Paraguay,1,74,2,2,,Paraguay,4,3,1,1,1,5,6,-1,1,Paraguay,,,,1A - 3E,,,,,,G,6,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C,2F,,Países Bajos,C,F,D,12,,76,46202.75,1C-2F,Brasil,Suecia,,,,,,,,,,6/30/2026,3:00,75,Países Bajos,,2,1,,Marruecos,1,75,3,3,,Costa de Marfil,3,3,1,0,2,4,6,-2,1,Costa de Marfil,,,,1B - 3G,,,,,,D,3,,2,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1I,3CDFGH,,Ecuador,I,TOTAL,E,12,,77,46203.75,1I-3CDFGH,Francia,Túnez,,,,,,,,,,6/30/2026,19:00,78,Ecuador,1,1,1,0,Senegal,1,78,4,4,,Túnez,2,3,0,2,1,3,4,-1,1,Túnez,,,,1D - 3B,,,,,,E,4,,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E,2I,,Francia,E,I,F,12,,78,46203.75,2E-2I,Ecuador,Senegal,,,,,,,,,,6/30/2026,23:00,77,Francia,,4,0,,Túnez,1,77,5,5,,Noruega,2,3,0,2,1,2,3,-1,1,Noruega,,,,1E - 3D,,,,,,F,5,,4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A,3CEFHI,,República Checa,A,TOTAL,G,12,,79,46203.75,1A-3CEFHI,República Checa,Costa de Marfil,,,,,,,,,,7/1/2026,3:00,79,República Checa,,1,0,,Costa de Marfil,1,79,6,6,,Sudáfrica,2,3,0,2,1,4,6,-2,1,Sudáfrica,,,,1G - 3A,,,,,,I,7,,5,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1L,3EHIJK,,Inglaterra,L,TOTAL,H,12,,80,46204.75,1L-3EHIJK,Inglaterra,Noruega,,,,,,,,,,7/1/2026,18:00,80,Inglaterra,,3,0,,Noruega,1,80,7,7,,Canadá,2,3,0,2,1,3,5,-2,1,Canadá,,,,1I - 3F,,,,,,A,1,,6,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D,3BEFIJ,,Sudáfrica,D,TOTAL,I,12,,81,46204.75,1D-3BEFIJ,Turquía,Canadá,,,,,,,,,,7/1/2026,22:00,82,Bélgica,,0,1,,Sudáfrica,1,82,8,8,,Ghana,2,3,0,2,1,2,4,-2,2,Ghana,,,,1K - 3L,,,,,,B,2,,7,I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1G,3AEHIJ,,Turquía,G,TOTAL,J,12,,82,46204.75,1G-3AEHIJ,Bélgica,Sudáfrica,,,,,,,,,,7/2/2026,2:00,81,Turquía,,1,0,,Canadá,1,81,9,9,,RD Congo,2,3,0,2,1,2,4,-2,2,RD Congo,,,,1L - 3I,,,,,,L,8,,8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2K,2L,,España,K,L,K,12,,83,46205.75,2K-2L,Colombia,Croacia,,,,,,,,,,7/2/2026,21:00,84,España,,3,0,,Austria,1,84,10,10,,Argelia,2,3,0,2,1,2,5,-3,1,Argelia,,,,,,,,,,,,,Corresponde a los grupos…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1H,2J,,Croacia,H,J,L,12,,84,46205.75,1H-2J,España,Austria,,,,,,,,,,7/3/2026,1:00,83,Colombia,,1,2,,Croacia,1,83,11,11,,Cabo Verde,1,3,0,1,2,1,5,-4,1,Cabo Verde,,,,,,,,,,,,,ABDEFGIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B,3EFGIJ,,Bosnia y Herzegovina,B,TOTAL,TOTAL,144,,85,46205.75,1B-3EFGIJ,Bosnia y Herzegovina,Egipto,,,,,,,,,,7/3/2026,5:00,85,Bosnia y Herzegovina,,2,1,,Egipto,1,85,12,12,,Haití,1,3,0,1,2,1,6,-5,1,Haití,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1J,2H,,Estados Unidos,J,H,,,,86,46206.75,1J-2H,Argentina,Uruguay,,,,,,,,,,7/3/2026,20:00,88,Estados Unidos,,2,0,,Nueva Zelanda,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1K,3DEIJL,,Argentina,K,TOTAL,,,,87,46206.75,1K-3DEIJL,Portugal,Ghana,,,,,,,,,,7/4/2026,0:00,86,Argentina,,3,2,,Uruguay,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2D,2G,,Portugal,D,G,,,,88,46206.75,2D-2G,Estados Unidos,Nueva Zelanda,,,,,,,,,,7/4/2026,3:30,87,Portugal,,4,0,,Ghana,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A,3E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Octavos de final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1B,3G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,,Casa,X,Gol,Gol,X,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,1D,3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W74,W77,,México,74,77,,,,89,46207.75,W74-W77,Alemania,Francia,,,,,,,,,1/8,7/4/2026,19:00,90,México,1,2,2,0,Países Bajos,1,90,,,,,,,,,,,,,,,,,,,,,,,,1E,3D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W73,W75,,Francia,73,75,,,,90,46207.875,W73-W75,México,Países Bajos,,,,,,,,,,7/4/2026,23:00,89,Alemania,,1,3,,Francia,1,89,,,,,,,,,,,,,,,,,,,,,,,,1G,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
