,,,Visitante,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,,26/6/2026,1:00,J3,Túnez,#NAME?,1,4,#NAME?,Países Bajos,1,58,4F,4,#NAME?,Túnez,0,3,0,0,3,1,9,-8,1,Túnez,,,Túnez,,,,K,Colombia,6,3,2,0,1,5,4,1,2K,2K,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4K,Uzbekistán
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Inglaterra,7,3,2,1,0,9,3,6,1L,1L,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),6,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1L,Inglaterra
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,L,Croacia,7,3,2,1,0,6,3,3,2L,2L,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),3,2,-,-,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2L,Croacia
NombreEquipo,G,4,Local,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,G,15/6/2026,21:00,J1,Bélgica,#NAME?,2,1,#NAME?,Egipto,1,16,,Grupo G,,,,,,,,,,,,,,,,,,,L,Ghana,3,3,1,0,2,4,7,-3,3L,3L,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3L,Ghana
Bélgica,,,Visitante,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,,16/6/2026,3:00,J1,Irán,#NAME?,0,1,#NAME?,Nueva Zelanda,1,15,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,L,Panamá,0,3,0,0,3,1,7,-6,4L,4L,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4L,Panamá
Egipto,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,21/6/2026,21:00,J2,Bélgica,#NAME?,3,0,#NAME?,Irán,1,39,1G,1,#NAME?,Bélgica,9,3,3,0,0,7,1,6,1,Bélgica,,,Bélgica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irán,,,Empate,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,,22/6/2026,3:00,J2,Nueva Zelanda,#NAME?,1,1,#NAME?,Egipto,1,40,2G,2,#NAME?,Egipto,4,3,1,1,1,5,4,1,1,Egipto,,,Egipto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Zelanda,,,Local,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,,27/6/2026,5:00,J3,Egipto,#NAME?,3,1,#NAME?,Irán,1,63,3G,3,#NAME?,Nueva Zelanda,4,3,1,1,1,2,3,-1,1,Nueva Zelanda,,,Irán,,,"1; normal 2; sin ultimo clas, 3, media total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Visitante,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,,27/6/2026,5:00,J3,Nueva Zelanda,#NAME?,0,2,#NAME?,Bélgica,1,64,4G,4,#NAME?,Irán,0,3,0,0,3,1,7,-6,1,Irán,,,Nueva Zelanda,,,1,Grupo,Selección,Pts,J,G,E,P,GF,GC,DG,PosF1,PosF3,,,,PTS,Posicion1,Empate1,DG,Posicion2,Empate2,GF,Posicion3,Empate3,OrdenAlfa,PosicionF1,,PosicionF2,Criterio/Fila,PosicionF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POS,,CANT,CONCAT,DESEMPATE EN SELECTOR,,POSGRUPO,PAIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A,A,Corea del Sur,4,3,1,1,1,3,4,-1,2,2,4A,,,4,1,Pos. 1 (3),-1,2,Pos. 2 (2),3,2,-,-,2,,2,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1.1,1,,1,Turquía
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,3B,B,Bosnia y Herzegovina,1,3,0,1,2,1,4,-3,10,10,4B,,,1,10,Pos. 10 (3),-3,10,-,-,10,-,-,10,,10,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2.1,2,,2,Corea del Sur
NombreEquipo,H,4,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,H,15/6/2026,18:00,J1,España,#NAME?,4,0,#NAME?,Cabo Verde,1,14,,Grupo H,,,,,,,,,,,,,,,,,,3C,C,Escocia,3,3,1,0,2,3,6,-3,6,6,4C,,,3,4,Pos. 4 (6),-3,5,Pos. 5 (4),3,6,-,-,6,,6,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,3.1,3,,3,Nueva Zelanda
España,,,Visitante,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,,16/6/2026,0:00,J1,Arabia Saudita,#NAME?,0,2,#NAME?,Uruguay,1,13,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,3D,D,Turquía,4,3,1,1,1,4,3,1,1,1,4D,,,4,1,Pos. 1 (3),1,1,-,-,1,-,-,1,,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,4.1,4,,4,Suecia
Cabo Verde,,,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,,21/6/2026,18:00,J2,España,#NAME?,3,0,#NAME?,Arabia Saudita,1,38,1H,1,#NAME?,España,9,3,3,0,0,10,1,9,1,España,,,España,,,3E,E,Costa de Marfil,3,3,1,0,2,3,8,-5,9,9,4E,,,3,4,Pos. 4 (6),-5,9,-,-,9,-,-,9,,9,-,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,5.1,5,,5,Ghana
Arabia Saudita,,,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,,22/6/2026,0:00,J2,Uruguay,#NAME?,3,1,#NAME?,Cabo Verde,1,37,2H,2,#NAME?,Uruguay,6,3,2,0,1,6,4,2,1,Uruguay,,,Cabo Verde,,,3F,F,Suecia,3,3,1,0,2,3,5,-2,4,4,4F,,,3,4,Pos. 4 (6),-2,4,-,-,4,-,-,4,,4,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,6.1,6,,6,Escocia
Uruguay,,,Empate,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,,27/6/2026,2:00,J3,Cabo Verde,#NAME?,1,1,#NAME?,Arabia Saudita,1,65,3H,3,#NAME?,Arabia Saudita,1,3,0,1,2,1,6,-5,1,Arabia Saudita,,,Arabia Saudita,,,3G,G,Nueva Zelanda,4,3,1,1,1,2,3,-1,3,3,4G,,,4,1,Pos. 1 (3),-1,2,Pos. 2 (2),2,3,-,-,3,,3,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,7.2,7,,7,Argelia
,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,27/6/2026,2:00,J3,Uruguay,#NAME?,1,3,#NAME?,España,1,66,4H,4,#NAME?,Cabo Verde,1,3,0,1,2,2,8,-6,1,Cabo Verde,,,Uruguay,,,3H,H,Arabia Saudita,1,3,0,1,2,1,6,-5,11,11,4H,,,1,10,Pos. 10 (3),-5,11,-,-,11,-,-,11,,11,-,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,2,7.2,7,,8,RD Congo
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3I,I,Senegal,1,3,0,1,2,2,8,-6,12,12,4I,,,1,10,Pos. 10 (3),-6,12,-,-,12,-,-,12,,12,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,9.1,9,,9,Costa de Marfil
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,3J,J,Argelia,3,3,1,0,2,2,5,-3,7,7,4J,,,3,4,Pos. 4 (6),-3,5,Pos. 5 (4),2,7,Pos. 7 (2),10,7,,7,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,10.1,10,,10,Bosnia y Herzegovina
NombreEquipo,I,4,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,I,16/6/2026,21:00,J1,Francia,#NAME?,4,0,#NAME?,Senegal,1,17,,Grupo I,,,,,,,,,,,,,,,,,,3K,K,RD Congo,3,3,1,0,2,2,5,-3,8,8,4K,,,3,4,Pos. 4 (6),-3,5,Pos. 5 (4),2,7,Pos. 7 (2),3,8,,8,7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,11.1,11,,11,Arabia Saudita
Francia,,,Visitante,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,,17/6/2026,0:00,J1,Irak,#NAME?,0,3,#NAME?,Noruega,1,18,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,3L,L,Ghana,3,3,1,0,2,4,7,-3,5,5,4L,,,3,4,Pos. 4 (6),-3,5,Pos. 5 (4),4,5,-,-,5,,5,-,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,1,12.1,12,,12,Senegal
Senegal,,,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,,22/6/2026,23:00,J2,Francia,#NAME?,5,0,#NAME?,Irak,1,42,1I,1,#NAME?,Francia,9,3,3,0,0,11,1,10,1,Francia,,,Francia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irak,,,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,,23/6/2026,2:00,J2,Noruega,#NAME?,3,1,#NAME?,Senegal,1,41,2I,2,#NAME?,Noruega,6,3,2,0,1,7,3,4,1,Noruega,,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noruega,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,21:00,J3,Noruega,#NAME?,1,2,#NAME?,Francia,1,61,3I,3,#NAME?,Senegal,1,3,0,1,2,2,8,-6,1,Senegal,,,Irak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Empate,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,,26/6/2026,21:00,J3,Senegal,#NAME?,1,1,#NAME?,Irak,1,62,4I,4,#NAME?,Irak,1,3,0,1,2,1,9,-8,1,Irak,,,Noruega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,J,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,J,17/6/2026,3:00,J1,Argentina,#NAME?,3,0,#NAME?,Argelia,1,19,,Grupo J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,17/6/2026,6:00,J1,Austria,#NAME?,2,1,#NAME?,Jordania,1,20,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argelia,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,22/6/2026,19:00,J2,Argentina,#NAME?,2,0,#NAME?,Austria,1,43,1J,1,#NAME?,Argentina,9,3,3,0,0,8,0,8,1,Argentina,,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,23/6/2026,5:00,J2,Jordania,#NAME?,0,1,#NAME?,Argelia,1,44,2J,2,#NAME?,Austria,6,3,2,0,1,4,4,0,1,Austria,,,Argelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordania,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,28/6/2026,4:00,J3,Argelia,#NAME?,1,2,#NAME?,Austria,1,69,3J,3,#NAME?,Argelia,3,3,1,0,2,2,5,-3,1,Argelia,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,28/6/2026,4:00,J3,Jordania,#NAME?,0,3,#NAME?,Argentina,1,70,4J,4,#NAME?,Jordania,0,3,0,0,3,1,6,-5,1,Jordania,,,Jordania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,K,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,K,17/6/2026,19:00,J1,Portugal,#NAME?,3,0,#NAME?,RD Congo,1,23,,Grupo K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,18/6/2026,4:00,J1,Uzbekistán,#NAME?,0,2,#NAME?,Colombia,1,24,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD Congo,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,23/6/2026,19:00,J2,Portugal,#NAME?,4,0,#NAME?,Uzbekistán,1,47,1K,1,#NAME?,Portugal,9,3,3,0,0,10,1,9,1,Portugal,,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistán,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,24/6/2026,4:00,J2,Colombia,#NAME?,2,1,#NAME?,RD Congo,1,48,2K,2,#NAME?,Colombia,6,3,2,0,1,5,4,1,1,Colombia,,,RD Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,28/6/2026,1:30,J3,Colombia,#NAME?,1,3,#NAME?,Portugal,1,71,3K,3,#NAME?,RD Congo,3,3,1,0,2,2,5,-3,1,RD Congo,,,Uzbekistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,28/6/2026,1:30,J3,RD Congo,#NAME?,1,0,#NAME?,Uzbekistán,1,72,4K,4,#NAME?,Uzbekistán,0,3,0,0,3,0,7,-7,1,Uzbekistán,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,L,4,Empate,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,L,17/6/2026,22:00,J1,Inglaterra,#NAME?,2,2,#NAME?,Croacia,1,22,,Grupo L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inglaterra,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,18/6/2026,1:00,J1,Ghana,#NAME?,2,1,#NAME?,Panamá,1,21,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croacia,,,Local,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,,23/6/2026,22:00,J2,Inglaterra,#NAME?,4,1,#NAME?,Ghana,1,45,1L,1,#NAME?,Inglaterra,7,3,2,1,0,9,3,6,1,Inglaterra,,,Inglaterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,,,Visitante,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,,24/6/2026,1:00,J2,Panamá,#NAME?,0,2,#NAME?,Croacia,1,46,2L,2,#NAME?,Croacia,7,3,2,1,0,6,3,3,1,Croacia,,,Croacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panamá,,,Visitante,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,,27/6/2026,23:00,J3,Panamá,#NAME?,0,3,#NAME?,Inglaterra,1,67,3L,3,#NAME?,Ghana,3,3,1,0,2,4,7,-3,1,Ghana,,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Local,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,,27/6/2026,23:00,J3,Croacia,#NAME?,2,1,#NAME?,Ghana,1,68,4L,4,#NAME?,Panamá,0,3,0,0,3,1,7,-6,1,Panamá,,,Panamá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,EN 16 y en el 3ºy4º puesto son diferentes,,,,,,,,,,,,,Dieciseisavos de final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO BORRAR ESTO EN 16S,,,,,,,,,PARTIDO,FECHA,,LOCAL,VISITANTE,,,,,,,,,,Fecha,Hora,#,Casa,X,Gol,Gol,X,Fuera,,,,Mejores terceros,,,,,,,,,,,,¡EMPATE! Puedes seleccionar el orden de los empatados.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A,2B,,Canadá,A,B,A,12,,73,"46201,75",2A-2B,República Checa,Canadá,,,,,,,,,1/16,28/6/2026,21:00,73,República Checa,,0,1,,Canadá,1,73,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,2,,,,Grupos mejores 3ºs: ,ACDFGJKL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E,3ABCDF,,Brasil,E,TOTAL,B,12,,74,"46202,75",1E-3ABCDF,Alemania,Turquía,,,,,,,,,,29/6/2026,19:00,76,Brasil,,4,3,,Japón,1,76,1,1,#NAME?,Turquía,4,3,1,1,1,4,3,1,1,Turquía,,,,,,,,,Los 8 mejores terceros son…,GRUPO,ORDEN,,Por orden alfabetico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F,2C,,Alemania,F,C,C,12,,75,"46202,75",1F-2C,Países Bajos,Marruecos,,,,,,,,,,29/6/2026,22:30,74,Alemania,,3,1,,Turquía,1,74,2,2,#NAME?,Corea del Sur,4,3,1,1,1,3,4,-1,1,Corea del Sur,,,,1A - 3C,,,,,,D,3,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C,2F,,Marruecos,C,F,D,12,,76,"46202,75",1C-2F,Brasil,Japón,,,,,,,,,,30/6/2026,3:00,75,Países Bajos,3,2,2,5,Marruecos,1,75,3,3,#NAME?,Nueva Zelanda,4,3,1,1,1,2,3,-1,1,Nueva Zelanda,,,,1B - 3G,,,,,,A,1,,2,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1I,3CDFGH,,Noruega,I,TOTAL,E,12,,77,"46203,75",1I-3CDFGH,Francia,Suecia,,,,,,,,,,30/6/2026,19:00,78,Ecuador,,0,1,,Noruega,1,78,4,4,#NAME?,Suecia,3,3,1,0,2,3,5,-2,1,Suecia,,,,1D - 3J,,,,,,G,5,,3,D,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E,2I,,Francia,E,I,F,12,,78,"46203,75",2E-2I,Ecuador,Noruega,,,,,,,,,,30/6/2026,23:00,77,Francia,,2,0,,Suecia,1,77,5,5,#NAME?,Ghana,3,3,1,0,2,4,7,-3,1,Ghana,,,,1E - 3D,,,,,,F,4,,4,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A,3CEFHI,,México,A,TOTAL,G,12,,79,"46203,75",1A-3CEFHI,México,Escocia,,,,,,,,,,1/7/2026,3:00,79,México,,3,1,,Escocia,1,79,6,6,#NAME?,Escocia,3,3,1,0,2,3,6,-3,1,Escocia,,,,1G - 3A,,,,,,L,8,,5,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1L,3EHIJK,,Inglaterra,L,TOTAL,H,12,,80,"46204,75",1L-3EHIJK,Inglaterra,RD Congo,,,,,,,,,,1/7/2026,18:00,80,Inglaterra,,3,0,,RD Congo,1,80,7,7,#NAME?,Argelia,3,3,1,0,2,2,5,-3,2,Argelia,,,,1I - 3F,,,,,,C,2,,6,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D,3BEFIJ,,Bélgica,D,TOTAL,I,12,,81,"46204,75",1D-3BEFIJ,Estados Unidos,Argelia,,,,,,,,,,1/7/2026,22:00,82,Bélgica,,2,0,,Corea del Sur,1,82,8,8,#NAME?,RD Congo,3,3,1,0,2,2,5,-3,2,RD Congo,,,,1K - 3L,,,,,,J,6,,7,K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1G,3AEHIJ,,Estados Unidos,G,TOTAL,J,12,,82,"46204,75",1G-3AEHIJ,Bélgica,Corea del Sur,,,,,,,,,,2/7/2026,2:00,81,Estados Unidos,,1,0,,Argelia,1,81,9,9,#NAME?,Costa de Marfil,3,3,1,0,2,3,8,-5,1,Costa de Marfil,,,,1L - 3K,,,,,,K,7,,8,L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
