,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,B,Bosnia y Herzegovina,3,3,1,0,2,1,3,-2,3B,3B,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2B,Canadá
NombreEquipo,B,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,B,12/6/2026,21:00,J1,Canadá,,2,0,,Bosnia y Herzegovina,1,3,,Grupo B,,,,,,,,,,,,,,,,,,,B,Catar,1,3,0,1,2,0,4,-4,4B,4B,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3B,Bosnia y Herzegovina
Canadá,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,13/6/2026,21:00,J1,Catar,,0,3,,Suiza,1,8,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,B,Suiza,9,3,3,0,0,6,1,5,1B,1B,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,4,12,1,4.1,4,,4B,Catar
Bosnia y Herzegovina,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,18/6/2026,21:00,J2,Suiza,,1,0,,Bosnia y Herzegovina,1,26,1B,1,,Suiza,9,3,3,0,0,6,1,5,1,Suiza,,,Canadá,,,,C,Brasil,4,3,1,1,1,6,3,3,2C,2C,0,1,P.1 (4),4,2,P.2 (2),0,1,0,1,2,P.2 (2),2,2,0,2,P.2 (2),2,2,P.2 (2),0,1,0,1,2,P.2 (2),2,2,0,2,P.2 (2),2,2,P.2 (2),3,2,-,-,2,-,-,2,,2,-,2,,1,12,1,1.1,1,,1C,Marruecos
Catar,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,19/6/2026,0:00,J2,Canadá,,0,0,,Catar,1,27,2B,2,,Canadá,4,3,1,1,1,3,2,1,1,Canadá,,,Bosnia y Herzegovina,,,,C,Marruecos,9,3,3,0,0,5,0,5,1C,1C,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,2,12,1,2.1,2,,2C,Brasil
Suiza,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,24/6/2026,21:00,J3,Suiza,,2,1,,Canadá,1,51,3B,3,,Bosnia y Herzegovina,3,3,1,0,2,1,3,-2,1,Bosnia y Herzegovina,,,Catar,,,,C,Haití,0,3,0,0,3,1,8,-7,4C,4C,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3C,Escocia
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,24/6/2026,21:00,J3,Bosnia y Herzegovina,,1,0,,Catar,1,52,4B,4,,Catar,1,3,0,1,2,0,4,-4,1,Catar,,,Suiza,,,,C,Escocia,4,3,1,1,1,4,5,-1,3C,3C,0,1,P.1 (4),4,2,P.2 (2),0,1,0,1,2,P.2 (2),2,2,0,2,P.2 (2),2,2,P.2 (2),0,1,0,1,2,P.2 (2),2,2,0,2,P.2 (2),2,2,P.2 (2),-1,3,-,-,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4C,Haití
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D,Estados Unidos,5,3,1,2,0,4,3,1,2D,2D,0,1,P.1 (4),5,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),1,2,-,-,2,-,-,2,,2,-,2,,1,12,1,1.1,1,,1D,Turquía
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,D,Paraguay,3,3,0,3,0,5,5,0,3D,3D,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2D,Estados Unidos
NombreEquipo,C,4,Visitante,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,C,14/6/2026,0:00,J1,Brasil,,0,1,,Marruecos,1,7,,Grupo C,,,,,,,,,,,,,,,,,,,D,Australia,1,3,0,1,2,3,6,-3,4D,4D,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3D,Paraguay
Brasil,,,Visitante,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,-,P.2 (2),,,14/6/2026,3:00,J1,Haití,,1,2,,Escocia,1,5,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,D,Turquía,5,3,1,2,0,5,3,2,1D,1D,0,1,P.1 (4),5,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),2,1,-,-,1,-,-,1,,1,-,1,,4,12,1,4.1,4,,4D,Australia
Marruecos,,,Visitante,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,,20/6/2026,0:00,J2,Escocia,,0,2,,Marruecos,1,30,1C,1,,Marruecos,9,3,3,0,0,5,0,5,1,Marruecos,,,Brasil,,,,E,Alemania,7,3,2,1,0,12,2,10,1E,1E,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),10,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1E,Alemania
Haití,,,Local,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,P.2 (2),-,,,20/6/2026,2:30,J2,Brasil,,4,0,,Haití,1,29,2C,2,,Brasil,4,3,1,1,1,6,3,3,1,Brasil,,,Marruecos,,,,E,Curazao,0,3,0,0,3,0,13,-13,4E,4E,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,2,12,1,2.1,2,,2E,Costa de Marfil
Escocia,,,Empate,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,P.2 (2),P.2 (2),,,25/6/2026,0:00,J3,Escocia,,2,2,,Brasil,1,49,3C,3,,Escocia,4,3,1,1,1,4,5,-1,1,Escocia,,,Haití,,,,E,Costa de Marfil,7,3,2,1,0,7,2,5,2E,2E,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),5,2,-,-,2,-,-,2,,2,-,2,,3,12,1,3.1,3,,3E,Ecuador
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,25/6/2026,0:00,J3,Marruecos,,2,0,,Haití,1,50,4C,4,,Haití,0,3,0,0,3,1,8,-7,1,Haití,,,Escocia,,,,E,Ecuador,3,3,1,0,2,3,5,-2,3E,3E,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4E,Curazao
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F,Países Bajos,7,3,2,1,0,6,3,3,1F,1F,0,1,P.1 (4),7,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1F,Países Bajos
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,F,Japón,2,3,0,2,1,2,3,-1,3F,3F,0,1,P.1 (4),2,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2F,Suecia
NombreEquipo,D,4,Empate,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,D,13/6/2026,3:00,J1,Estados Unidos,,1,1,,Paraguay,1,4,,Grupo D,,,,,,,,,,,,,,,,,,,F,Suecia,5,3,1,2,0,3,2,1,2F,2F,0,1,P.1 (4),5,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,3,12,1,3.1,3,,3F,Japón
Estados Unidos,,,Visitante,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,,14/6/2026,6:00,J1,Australia,,0,2,,Turquía,1,6,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,F,Túnez,1,3,0,1,2,1,4,-3,4F,4F,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4F,Túnez
Paraguay,,,Local,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,,19/6/2026,21:00,J2,Estados Unidos,,2,1,,Australia,1,32,1D,1,,Turquía,5,3,1,2,0,5,3,2,1,Turquía,,,Estados Unidos,,,,G,Bélgica,9,3,3,0,0,8,2,6,1G,1G,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1G,Bélgica
Australia,,,Empate,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,,20/6/2026,5:00,J2,Turquía,,2,2,,Paraguay,1,31,2D,2,,Estados Unidos,5,3,1,2,0,4,3,1,1,Estados Unidos,,,Paraguay,,,,G,Egipto,4,3,1,1,1,2,4,-2,2G,2G,0,1,P.1 (4),4,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,2,12,1,2.1,2,,2G,Egipto
Turquía,,,Empate,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,,26/6/2026,4:00,J3,Turquía,,1,1,,Estados Unidos,1,59,3D,3,,Paraguay,3,3,0,3,0,5,5,0,1,Paraguay,,,Australia,,,,G,Irán,1,3,0,1,2,3,6,-3,4G,4G,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3G,Nueva Zelanda
,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,4:00,J3,Paraguay,,2,2,,Australia,1,60,4D,4,,Australia,1,3,0,1,2,3,6,-3,1,Australia,,,Turquía,,,,G,Nueva Zelanda,2,3,0,2,1,2,3,-1,3G,3G,0,1,P.1 (4),2,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4G,Irán
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,H,España,7,3,2,1,0,11,2,9,1H,1H,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),9,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1H,España
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,H,Cabo Verde,0,3,0,0,3,1,9,-8,4H,4H,0,1,P.1 (4),0,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,2,12,1,2.1,2,,2H,Uruguay
NombreEquipo,E,4,Local,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,E,14/6/2026,19:00,J1,Alemania,,8,0,,Curazao,1,10,,Grupo E,,,,,,,,,,,,,,,,,,,H,Arabia Saudita,3,3,1,0,2,2,7,-5,3H,3H,0,1,P.1 (4),3,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,3,12,1,3.1,3,,3H,Arabia Saudita
Alemania,,,Local,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,P.1 (2),-,,,15/6/2026,1:00,J1,Costa de Marfil,,2,1,,Ecuador,1,9,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,H,Uruguay,7,3,2,1,0,8,4,4,2H,2H,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),4,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4H,Cabo Verde
Curazao,,,Empate,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,,20/6/2026,22:00,J2,Alemania,,1,1,,Costa de Marfil,1,33,1E,1,,Alemania,7,3,2,1,0,12,2,10,1,Alemania,,,Alemania,,,,I,Francia,7,3,2,1,0,8,3,5,1I,1I,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),5,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1I,Francia
Costa de Marfil,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,21/6/2026,2:00,J2,Ecuador,,1,0,,Curazao,1,34,2E,2,,Costa de Marfil,7,3,2,1,0,7,2,5,1,Costa de Marfil,,,Curazao,,,,I,Senegal,1,3,0,1,2,3,6,-3,3I,3I,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-3,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2I,Noruega
Ecuador,,,Visitante,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,,25/6/2026,22:00,J3,Curazao,,0,4,,Costa de Marfil,1,55,3E,3,,Ecuador,3,3,1,0,2,3,5,-2,1,Ecuador,,,Costa de Marfil,,,,I,Irak,1,3,0,1,2,1,7,-6,4I,4I,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-6,4,-,-,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3I,Senegal
,,,Visitante,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,-,P.1 (2),,,25/6/2026,22:00,J3,Ecuador,,1,3,,Alemania,1,56,4E,4,,Curazao,0,3,0,0,3,0,13,-13,1,Curazao,,,Ecuador,,,,I,Noruega,7,3,2,1,0,7,3,4,2I,2I,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),0,1,0,1,1,P.1 (2),2,2,0,1,P.1 (2),2,1,P.1 (2),4,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4I,Irak
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,J,Argentina,9,3,3,0,0,8,2,6,1J,1J,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1J,Argentina
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,J,Argelia,2,3,0,2,1,2,3,-1,3J,3J,0,1,P.1 (4),2,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,-,-,-,3,-,-,-,-,3,-,-,3,-,-,3,-,-,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2J,Austria
NombreEquipo,F,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,F,14/6/2026,22:00,J1,Países Bajos,,2,1,,Japón,1,11,,Grupo F,,,,,,,,,,,,,,,,,,,J,Austria,4,3,1,1,1,2,4,-2,2J,2J,0,1,P.1 (4),4,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,3,12,1,3.1,3,,3J,Argelia
Países Bajos,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,15/6/2026,4:00,J1,Suecia,,1,0,,Túnez,1,12,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,J,Jordania,1,3,0,1,2,3,6,-3,4J,4J,0,1,P.1 (4),1,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,-,-,-,4,-,-,-,-,4,-,-,4,-,-,4,-,-,4,-,-,4,,4,-,4,,4,12,1,4.1,4,,4J,Jordania
Japón,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,20/6/2026,19:00,J2,Países Bajos,,2,2,,Suecia,1,35,1F,1,,Países Bajos,7,3,2,1,0,6,3,3,1,Países Bajos,,,Países Bajos,,,,K,Portugal,9,3,3,0,0,7,1,6,1K,1K,0,1,P.1 (4),9,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,-,-,-,1,-,-,-,-,1,-,-,1,-,-,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1K,Portugal
Suecia,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,21/6/2026,6:00,J2,Túnez,,1,1,,Japón,1,36,2F,2,,Suecia,5,3,1,2,0,3,2,1,1,Suecia,,,Japón,,,,K,RD Congo,1,3,0,1,2,2,6,-4,3K,3K,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-4,3,P.3 (2),2,3,-,-,3,,3,-,3,,2,12,1,2.1,2,,2K,Colombia
Túnez,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,1:00,J3,Japón,,0,0,,Suecia,1,57,3F,3,,Japón,2,3,0,2,1,2,3,-1,1,Japón,,,Suecia,,,,K,Uzbekistán,1,3,0,1,2,1,5,-4,4K,4K,0,1,P.1 (4),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),0,1,0,1,3,P.3 (2),1,1,0,3,P.3 (2),1,3,P.3 (2),-4,3,P.3 (2),1,4,-,-,4,,4,-,4,,3,12,1,3.1,3,,3K,RD Congo
,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,1:00,J3,Túnez,,0,2,,Países Bajos,1,58,4F,4,,Túnez,1,3,0,1,2,1,4,-3,1,Túnez,,,Túnez,,,,K,Colombia,6,3,2,0,1,5,3,2,2K,2K,0,1,P.1 (4),6,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,-,-,-,2,-,-,-,-,2,-,-,2,-,-,2,-,-,2,-,-,2,,2,-,2,,4,12,1,4.1,4,,4K,Uzbekistán
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,L,Inglaterra,7,3,2,1,0,7,3,4,1L,1L,0,1,P.1 (4),7,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),0,1,0,1,1,P.1 (2),1,1,0,1,P.1 (2),1,1,P.1 (2),4,1,-,-,1,-,-,1,,1,-,1,,1,12,1,1.1,1,,1L,Inglaterra
