Bélgica,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,16/6/2026,3:00,J1,Irán,,1,0,,Nueva Zelanda,1,15,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,L,Panamá,2,3,0,2,1,2,3,-1,3L,3L,0,1,P.1 (4),2,3,P.3 (2),0,1,0,1,3,P.3 (2),0,0,0,3,P.3 (2),0,3,P.3 (2),0,1,0,1,3,P.3 (2),0,0,0,3,P.3 (2),0,3,P.3 (2),-1,3,P.3 (2),2,3,-,-,3,,3,-,3,,4,12,1,4.1,4,,4L,Ghana
Egipto,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,21/6/2026,21:00,J2,Bélgica,,3,1,,Irán,1,39,1G,1,,Bélgica,7,3,2,1,0,7,4,3,1,Bélgica,,,Bélgica,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irán,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,22/6/2026,3:00,J2,Nueva Zelanda,,0,2,,Egipto,1,40,2G,2,,Egipto,6,3,2,0,1,5,3,2,1,Egipto,,,Egipto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nueva Zelanda,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,27/6/2026,5:00,J3,Egipto,,1,0,,Irán,1,63,3G,3,,Irán,3,3,1,0,2,2,4,-2,1,Irán,,,Irán,,,"1; normal 2; sin ultimo clas, 3, media total",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,27/6/2026,5:00,J3,Nueva Zelanda,,1,1,,Bélgica,1,64,4G,4,,Nueva Zelanda,1,3,0,1,2,1,4,-3,1,Nueva Zelanda,,,Nueva Zelanda,,,1,Grupo,Selección,Pts,J,G,E,P,GF,GC,DG,PosF1,PosF3,,,,PTS,Posicion1,Empate1,DG,Posicion2,Empate2,GF,Posicion3,Empate3,OrdenAlfa,PosicionF1,,PosicionF2,Criterio/Fila,PosicionF3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POS,,CANT,CONCAT,DESEMPATE EN SELECTOR,,POSGRUPO,PAIS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3A,A,Sudáfrica,4,3,1,1,1,3,4,-1,5,5,4A,,,4,2,Pos. 2 (4),-1,5,-,-,5,-,-,5,,5,-,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1.1,1,,1,Alemania
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,3B,B,Suiza,4,3,1,1,1,4,4,0,4,4,4B,,,4,2,Pos. 2 (4),0,4,-,-,4,-,-,4,,4,-,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,1,2.1,2,,2,Escocia
NombreEquipo,H,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,H,15/6/2026,18:00,J1,España,,5,0,,Cabo Verde,1,14,,Grupo H,,,,,,,,,,,,,,,,,,3C,C,Escocia,4,3,1,1,1,4,3,1,2,2,4C,,,4,2,Pos. 2 (4),1,2,Pos. 2 (2),4,2,-,-,2,,2,-,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,1,3.1,3,,3,Japón
España,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,16/6/2026,0:00,J1,Arabia Saudita,,0,2,,Uruguay,1,13,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,3D,D,Australia,2,3,0,2,1,3,5,-2,11,11,4D,,,2,9,Pos. 9 (3),-2,11,-,-,11,-,-,11,,11,-,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,1,4.1,4,,4,Suiza
Cabo Verde,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,21/6/2026,18:00,J2,España,,3,0,,Arabia Saudita,1,38,1H,1,,España,9,3,3,0,0,10,0,10,1,España,,,España,,,3E,E,Alemania,6,3,2,0,1,5,2,3,1,1,4E,,,6,1,-,-,1,-,-,1,-,-,1,,1,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,1,5.1,5,,5,Sudáfrica
Arabia Saudita,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,22/6/2026,0:00,J2,Uruguay,,2,1,,Cabo Verde,1,37,2H,2,,Uruguay,6,3,2,0,1,4,3,1,1,Uruguay,,,Cabo Verde,,,3F,F,Japón,4,3,1,1,1,3,2,1,3,3,4F,,,4,2,Pos. 2 (4),1,2,Pos. 2 (2),3,3,-,-,3,,3,-,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,1,6.1,6,,6,Austria
Uruguay,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,27/6/2026,2:00,J3,Cabo Verde,,2,3,,Arabia Saudita,1,65,3H,3,,Arabia Saudita,3,3,1,0,2,3,7,-4,1,Arabia Saudita,,,Arabia Saudita,,,3G,G,Irán,3,3,1,0,2,2,4,-2,7,7,4G,,,3,6,Pos. 6 (3),-2,7,-,-,7,-,-,7,,7,-,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,1,7.1,7,,7,Irán
,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,27/6/2026,2:00,J3,Uruguay,,0,2,,España,1,66,4H,4,,Cabo Verde,0,3,0,0,3,3,10,-7,1,Cabo Verde,,,Uruguay,,,3H,H,Arabia Saudita,3,3,1,0,2,3,7,-4,8,8,4H,,,3,6,Pos. 6 (3),-4,8,-,-,8,-,-,8,,8,-,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,1,8.1,8,,8,Arabia Saudita
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3I,I,Noruega,2,3,0,2,1,1,2,-1,10,10,4I,,,2,9,Pos. 9 (3),-1,9,Pos. 9 (2),1,10,-,-,10,,10,-,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,1,9.1,9,,9,Panamá
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,3J,J,Austria,3,3,0,3,0,3,3,0,6,6,4J,,,3,6,Pos. 6 (3),0,6,-,-,6,-,-,6,,6,-,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,1,10.1,10,,10,Noruega
NombreEquipo,I,4,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,I,16/6/2026,21:00,J1,Francia,,0,1,,Senegal,1,17,,Grupo I,,,,,,,,,,,,,,,,,,3K,K,RD Congo,1,3,0,1,2,2,8,-6,12,12,4K,,,1,12,-,-,12,-,-,12,-,-,12,,12,-,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,1,11.1,11,,11,Australia
Francia,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,17/6/2026,0:00,J1,Irak,,0,0,,Noruega,1,18,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,3L,L,Panamá,2,3,0,2,1,2,3,-1,9,9,4L,,,2,9,Pos. 9 (3),-1,9,Pos. 9 (2),2,9,-,-,9,,9,-,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,1,12.1,12,,12,RD Congo
Senegal,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,22/6/2026,23:00,J2,Francia,,3,0,,Irak,1,42,1I,1,,Senegal,7,3,2,1,0,3,1,2,1,Senegal,,,Francia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irak,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,23/6/2026,2:00,J2,Noruega,,0,0,,Senegal,1,41,2I,2,,Francia,6,3,2,0,1,5,2,3,1,Francia,,,Senegal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noruega,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,21:00,J3,Noruega,,1,2,,Francia,1,61,3I,3,,Noruega,2,3,0,2,1,1,2,-1,1,Noruega,,,Irak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,26/6/2026,21:00,J3,Senegal,,2,1,,Irak,1,62,4I,4,,Irak,1,3,0,1,2,1,5,-4,1,Irak,,,Noruega,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,J,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,J,17/6/2026,3:00,J1,Argentina,,1,0,,Argelia,1,19,,Grupo J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,17/6/2026,6:00,J1,Austria,,1,1,,Jordania,1,20,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argelia,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,22/6/2026,19:00,J2,Argentina,,1,1,,Austria,1,43,1J,1,,Argentina,5,3,1,2,0,2,1,1,1,Argentina,,,Argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,,,Visitante,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,23/6/2026,5:00,J2,Jordania,,0,2,,Argelia,1,44,2J,2,,Argelia,4,3,1,1,1,3,2,1,1,Argelia,,,Argelia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jordania,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,28/6/2026,4:00,J3,Argelia,,1,1,,Austria,1,69,3J,3,,Austria,3,3,0,3,0,3,3,0,1,Austria,,,Austria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Empate,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,,28/6/2026,4:00,J3,Jordania,,0,0,,Argentina,1,70,4J,4,,Jordania,2,3,0,2,1,1,3,-2,1,Jordania,,,Jordania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,K,4,Local,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,K,17/6/2026,19:00,J1,Portugal,,5,1,,RD Congo,1,23,,Grupo K,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,,,Visitante,P.3 (2),P.1 (2),,P.3 (2),P.1 (2),,P.3 (2),P.1 (2),,P.3 (2),P.1 (2),,P.3 (2),P.1 (2),,P.3 (2),P.1 (2),,,18/6/2026,4:00,J1,Uzbekistán,,0,3,,Colombia,1,24,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RD Congo,,,Local,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,,23/6/2026,19:00,J2,Portugal,,4,0,,Uzbekistán,1,47,1K,1,,Portugal,7,3,2,1,0,10,2,8,1,Portugal,,,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistán,,,Local,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,P.1 (2),P.3 (2),,,24/6/2026,4:00,J2,Colombia,,2,0,,RD Congo,1,48,2K,2,,Colombia,7,3,2,1,0,6,1,5,1,Colombia,,,RD Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colombia,,,Empate,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,P.1 (2),P.1 (2),,,28/6/2026,1:30,J3,Colombia,,1,1,,Portugal,1,71,3K,3,,RD Congo,1,3,0,1,2,2,8,-6,1,RD Congo,,,Uzbekistán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Empate,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,,28/6/2026,1:30,J3,RD Congo,,1,1,,Uzbekistán,1,72,4K,4,,Uzbekistán,1,3,0,1,2,1,8,-7,1,Uzbekistán,,,Colombia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,Jor.,Casa,,Gol,Gol,,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NombreEquipo,L,4,Local,-,-,,-,-,,-,-,,-,-,,-,-,,-,-,,L,17/6/2026,22:00,J1,Inglaterra,,2,1,,Croacia,1,22,,Grupo L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Inglaterra,,,Empate,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,P.3 (2),P.3 (2),,,18/6/2026,1:00,J1,Ghana,,0,0,,Panamá,1,21,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Selección,Puntos penalizados,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croacia,,,Empate,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,,23/6/2026,22:00,J2,Inglaterra,,1,1,,Ghana,1,45,1L,1,,Inglaterra,7,3,2,1,0,5,3,2,1,Inglaterra,,,Inglaterra,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ghana,,,Empate,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,,24/6/2026,1:00,J2,Panamá,,1,1,,Croacia,1,46,2L,2,,Croacia,4,3,1,1,1,3,3,0,1,Croacia,,,Croacia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panamá,,,Visitante,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,P.3 (2),-,,,27/6/2026,23:00,J3,Panamá,,1,2,,Inglaterra,1,67,3L,3,,Panamá,2,3,0,2,1,2,3,-1,1,Panamá,,,Ghana,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,Local,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,-,P.3 (2),,,27/6/2026,23:00,J3,Croacia,,1,0,,Ghana,1,68,4L,4,,Ghana,2,3,0,2,1,1,2,-1,1,Ghana,,,Panamá,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,EN 16 y en el 3ºy4º puesto son diferentes,,,,,,,,,,,,,Dieciseisavos de final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NO BORRAR ESTO EN 16S,,,,,,,,,PARTIDO,FECHA,,LOCAL,VISITANTE,,,,,,,,,,Fecha,Hora,#,Casa,X,Gol,Gol,X,Fuera,,,,Mejores terceros,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2A,2B,,Corea del Sur,A,B,A,12,,73,"46201,75",2A-2B,Corea del Sur,Bosnia y Herzegovina,,,,,,,,,1/16,28/6/2026,21:00,73,Corea del Sur,,1,0,,Bosnia y Herzegovina,1,73,,Pos,,Selección,Pts,J,G,E,P,GF,GC,DG,0,,,,Grupos mejores 3ºs: ,ABCEFGHJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1E,3ABCDF,,Marruecos,E,TOTAL,B,12,,74,"46202,75",1E-3ABCDF,Costa de Marfil,Escocia,,,,,,,,,,29/6/2026,19:00,76,Marruecos,,2,1,,Países Bajos,1,76,1,1,,Alemania,6,3,2,0,1,5,2,3,1,Alemania,,,,,,,,,Los 8 mejores terceros son…,GRUPO,ORDEN,,Por orden alfabetico,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1F,2C,,Costa de Marfil,F,C,C,12,,75,"46202,75",1F-2C,Suecia,Brasil,,,,,,,,,,29/6/2026,22:30,74,Costa de Marfil,,1,0,,Escocia,1,74,2,2,,Escocia,4,3,1,1,1,4,3,1,1,Escocia,,,,1A - 3H,,,,,,E,4,,1,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1C,2F,,Brasil,C,F,D,12,,76,"46202,75",1C-2F,Marruecos,Países Bajos,,,,,,,,,,30/6/2026,3:00,75,Suecia,,1,2,,Brasil,1,75,3,3,,Japón,4,3,1,1,1,3,2,1,1,Japón,,,,1B - 3G,,,,,,C,3,,2,B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1I,3CDFGH,,Francia,I,TOTAL,E,12,,77,"46203,75",1I-3CDFGH,Senegal,Japón,,,,,,,,,,30/6/2026,19:00,78,Ecuador,,1,2,,Francia,1,78,4,4,,Suiza,4,3,1,1,1,4,4,0,1,Suiza,,,,1D - 3B,,,,,,F,5,,3,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2E,2I,,Senegal,E,I,F,12,,78,"46203,75",2E-2I,Ecuador,Francia,,,,,,,,,,30/6/2026,23:00,77,Senegal,4,2,2,1,Japón,1,77,5,5,,Sudáfrica,4,3,1,1,1,3,4,-1,1,Sudáfrica,,,,1E - 3C,,,,,,B,2,,4,E,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1A,3CEFHI,,México,A,TOTAL,G,12,,79,"46203,75",1A-3CEFHI,México,Arabia Saudita,,,,,,,,,,1/7/2026,3:00,79,México,,2,0,,Arabia Saudita,1,79,6,6,,Austria,3,3,0,3,0,3,3,0,1,Austria,,,,1G - 3A,,,,,,A,1,,5,F,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1L,3EHIJK,,Inglaterra,L,TOTAL,H,12,,80,"46204,75",1L-3EHIJK,Inglaterra,Austria,,,,,,,,,,1/7/2026,18:00,80,Inglaterra,,2,0,,Austria,1,80,7,7,,Irán,3,3,1,0,2,2,4,-2,1,Irán,,,,1I - 3F,,,,,,J,8,,6,G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1D,3BEFIJ,,Bélgica,D,TOTAL,I,12,,81,"46204,75",1D-3BEFIJ,Turquía,Suiza,,,,,,,,,,1/7/2026,22:00,82,Bélgica,,3,1,,Sudáfrica,1,82,8,8,,Arabia Saudita,3,3,1,0,2,3,7,-4,1,Arabia Saudita,,,,1K - 3E,,,,,,G,6,,7,H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1G,3AEHIJ,,Turquía,G,TOTAL,J,12,,82,"46204,75",1G-3AEHIJ,Bélgica,Sudáfrica,,,,,,,,,,2/7/2026,2:00,81,Turquía,,2,0,,Suiza,1,81,9,9,,Panamá,2,3,0,2,1,2,3,-1,1,Panamá,,,,1L - 3J,,,,,,H,7,,8,J,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2K,2L,,España,K,L,K,12,,83,"46205,75",2K-2L,Colombia,Croacia,,,,,,,,,,2/7/2026,21:00,84,España,,3,0,,Argelia,1,84,10,10,,Noruega,2,3,0,2,1,1,2,-1,1,Noruega,,,,,,,,,,,,,Corresponde a los grupos…,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1H,2J,,Colombia,H,J,L,12,,84,"46205,75",1H-2J,España,Argelia,,,,,,,,,,3/7/2026,1:00,83,Colombia,,2,1,,Croacia,1,83,11,11,,Australia,2,3,0,2,1,3,5,-2,1,Australia,,,,,,,,,,,,,ABCEFGHJ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1B,3EFGIJ,,Canadá,B,TOTAL,TOTAL,144,,85,"46205,75",1B-3EFGIJ,Canadá,Irán,,,,,,,,,,3/7/2026,5:00,85,Canadá,,2,0,,Irán,1,85,12,12,,RD Congo,1,3,0,1,2,2,8,-6,1,RD Congo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1J,2H,,Egipto,J,H,,,,86,"46206,75",1J-2H,Argentina,Uruguay,,,,,,,,,,3/7/2026,20:00,88,Estados Unidos,,0,2,,Egipto,1,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1K,3DEIJL,,Uruguay,K,TOTAL,,,,87,"46206,75",1K-3DEIJL,Portugal,Alemania,,,,,,,,,,4/7/2026,0:00,86,Argentina,,1,2,,Uruguay,1,86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2D,2G,,Portugal,D,G,,,,88,"46206,75",2D-2G,Estados Unidos,Egipto,,,,,,,,,,4/7/2026,3:30,87,Portugal,,3,1,,Alemania,1,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1A,3H,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,Octavos de final,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1B,3G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,Fecha,Hora,,Casa,X,Gol,Gol,X,Fuera,,,,,,,,,,,,,,,,,,,,,,,,,,1D,3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W74,W77,,Brasil,74,77,,,,89,"46207,75",W74-W77,Costa de Marfil,Senegal,,,,,,,,,1/8,4/7/2026,19:00,90,Corea del Sur,,1,2,,Brasil,1,90,,,,,,,,,,,,,,,,,,,,,,,,1E,3C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
W73,W75,,Senegal,73,75,,,,90,"46207,875",W73-W75,Corea del Sur,Brasil,,,,,,,,,,4/7/2026,23:00,89,Costa de Marfil,,1,2,,Senegal,1,89,,,,,,,,,,,,,,,,,,,,,,,,1G,3A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
